reviewer_id,overall,summary,review_timestamp,asin,type
AP71CP3TWXEUT,4.0,Four Stars,2023-07-29 23:14:55.611,B0002GZSR2,REVIEWED
AQTMHE5SA9IG3,5.0,Five Stars,2023-07-27 21:50:31.672,B0002F58NC,REVIEWED
AGKAO7XPSIPWG,2.0,You have to position your lips correctly to make it ...,2023-07-28 19:21:47.801,B0002F5F9O,REVIEWED
A102GSYM45XX7V,5.0,Always work right out of the box. Every one ...,2023-07-27 21:50:31.672,B0002F58NC,REVIEWED
A1FL2QK7OV8UTG,1.0,Hamilton Baritone Sax Stand,2023-07-28 20:12:57.651,B0002FO5UY,REVIEWED
AD3MPBQ2MV4A2,3.0,Doluca ac adapter,2023-08-01 22:06:10.282,B0006FLPBM,REVIEWED
AD15CRUXO6K30,5.0,Dream come true,2023-07-31 20:39:24.066,B0002KZQ20,REVIEWED
A1RKCW433CLXEW,1.0,VERY VERY VERY  Disappointing,2023-07-28 20:12:57.651,B0002FO5UY,REVIEWED
A16YKHYH72FDS1,5.0,I run sound for a small rock band who are ...,2023-08-01 23:06:15.096,B0006UGEQS,REVIEWED
A2X8QY4DPMP2I7,5.0,Good toy though - I like it,2023-07-27 21:53:37.247,B0002F58SC,REVIEWED
A3MR4W0JLYQ50J,4.0,"So far so good, but I'm not all that confident it'll hold ...",2023-08-01 23:06:15.096,B0006UGEQS,REVIEWED
A3UQKL2NH3Y23K,5.0,good snake. be sure to use 2 velcros to ...,2023-08-01 23:06:15.096,B0006UGEQS,REVIEWED
AQWAHNT870ABI,2.0,Nice while it worked,2023-08-02 20:41:25.4,B0007PENT2,REVIEWED
A20QT8I7N1O766,5.0,Five Stars,2023-07-29 21:31:38.278,B0002GU88G,REVIEWED
A2NVNO61X0YI93,5.0,Excellent kids harmonica,2023-07-29 21:55:29.888,B0002GWRD0,REVIEWED
A14BH5AW0NG41K,4.0,Good beginners trumpet,2023-08-01 23:09:52.347,B0006UZ9PU,REVIEWED
A19OO2C6O7XJ21,5.0,Sav,2023-07-29 21:31:38.278,B0002GU88G,REVIEWED
A2PNNPBK6DMQ1C,5.0,Impressed,2023-07-31 20:39:24.066,B0002KZQ20,REVIEWED
A3NECVVMZUSGP4,4.0,Nice Banjo Case,2023-07-29 21:31:38.278,B0002GU88G,REVIEWED
A3N3S9CG2YG0B5,4.0,Four Stars,2023-07-30 00:34:20.084,B0002I9QDW,REVIEWED
A3VLK7QBMPDDU4,3.0,Worked great for a year.,2023-08-02 20:41:25.4,B0007PENT2,REVIEWED
A2IKPMXNUBTNBV,4.0,I used this to attatch a Pop Filter to my Blue Yeti!,2023-07-29 22:07:24.797,B0002GY1ZC,REVIEWED
AGGZQHS0OK7KV,4.0,Great harp case for the money,2023-07-31 19:51:50.548,B0002J4JTW,REVIEWED
A252MHFEFHZGO6,5.0,Five Stars,2023-07-29 21:31:38.278,B0002GU88G,REVIEWED
A35R6F82R9IMTY,3.0,Nice cheap harp,2023-07-29 21:55:29.888,B0002GWRD0,REVIEWED
A31GH3DD8ULIJW,5.0,Use to attach microphone to top of monitor speaker,2023-07-29 22:07:24.797,B0002GY1ZC,REVIEWED
A31Z65I5O3NOAJ,4.0,Nice but some short,2023-07-31 20:33:47.971,B0002KZF4Y,REVIEWED
A1AQ46H4EL0AJU,2.0,As poorly made as they come.,2023-07-31 19:51:50.548,B0002J4JTW,REVIEWED
A56GBGA14MQR0,5.0,Perfect,2023-08-02 21:46:36.145,B00095VIMU,REVIEWED
A3S6O158RAX6OH,5.0,The large tips give excellent tone in the medium to loud volume range,2023-07-27 21:26:15.114,B0002F52AQ,REVIEWED
A1VSLNJZMK3FYE,5.0,Great Portable Speakers/Amp,2023-07-31 20:39:24.066,B0002KZQ20,REVIEWED
A2CWM2FF1WF3CK,1.0,Extremely poor quality product can't even hold itself up... forget about putting a sax on it!,2023-07-28 20:12:57.651,B0002FO5UY,REVIEWED
A2X8424UF3ZEH6,5.0,Great Product,2023-07-31 20:39:24.066,B0002KZQ20,REVIEWED
A1W5OUBLJTT8VG,1.0,One Star,2023-07-31 19:51:50.548,B0002J4JTW,REVIEWED
A39EYPEXPQY3HK,3.0,This device has problems!,2023-08-02 20:41:25.4,B0007PENT2,REVIEWED
A37F74L4KCNBK1,4.0,Really good stand - also really big,2023-07-29 23:07:42.921,B0002GX63A,REVIEWED
A1G0QMUIU4RPZK,4.0,pretty light heavyweight,2023-07-27 21:53:37.247,B0002F58SC,REVIEWED
A1FUC9I75I4JOG,2.0,Choose wisely,2023-08-02 20:41:25.4,B0007PENT2,REVIEWED
A16P1OVGTSUZXX,5.0,As expected.,2023-07-29 22:07:24.797,B0002GY1ZC,REVIEWED
A1OWGJMMH2ZVR,2.0,Two Stars,2023-07-31 19:51:50.548,B0002J4JTW,REVIEWED
A3UYJGCDON7FBL,5.0,Audio Snake,2023-08-01 23:06:15.096,B0006UGEQS,REVIEWED
A2K1S5MB3WCH57,5.0,Five Stars,2023-08-02 23:01:41.57,B0009R5NFQ,REVIEWED
A1SJ1F33OF8BUT,5.0,Five Stars,2023-07-29 22:07:24.797,B0002GY1ZC,REVIEWED
ASPN6TALRKX2D,4.0,good first impression,2023-08-02 20:41:25.4,B0007PENT2,REVIEWED
A2I9CAGPC1N1ER,3.0,Great case but not what they used to be,2023-07-31 21:11:13.724,B0002L03R2,REVIEWED
A3RFNVO2FF13G,4.0,Four Stars,2023-07-27 23:40:20.09,B0002F6SEU,REVIEWED
A31Y9A42WYTHMO,5.0,Amazing,2023-07-28 20:45:24.328,B0002FDKIW,REVIEWED
A2WPZ0331KRFI8,5.0,Five Stars,2023-07-28 20:45:24.328,B0002FDKIW,REVIEWED
A2R9KLOMNLLIQZ,3.0,Applause Gigbag,2023-07-29 21:36:59.169,B0002GU7JQ,REVIEWED
A20L7CN631ZBYJ,5.0,Huge improvement over onboard card,2023-08-02 22:07:53.174,B0009F217Q,REVIEWED
A3S6O158RAX6OH,5.0,Five Stars,2023-08-01 23:16:45.061,B0006VTN4M,REVIEWED
ARHBJ6TN8DM6I,5.0,Works wonderfully,2023-07-27 21:05:02.721,B0002F4LVW,REVIEWED
A1OSHUZ5WARTKK,5.0,Very nice for home studio recording.,2023-07-29 21:55:29.919,B0002GY7P6,REVIEWED
AO59QTRS74VBO,5.0,Good deal...,2023-07-27 21:05:02.721,B0002F4LVW,REVIEWED
A2IXWIOJSKRBWE,5.0,Awesome for smells!,2023-07-29 23:54:42.793,B0002GZNQS,REVIEWED
A3P11FB9FXALA9,5.0,Five Stars,2023-08-01 23:16:45.061,B0006VTN4M,REVIEWED
ANLFZLLFRWQBO,3.0,"Not Bad, Not Great",2023-07-29 23:11:23.881,B0002H0OCK,REVIEWED
A1PL42234EX6UT,5.0,Good Quality Harp,2023-07-27 23:40:20.074,B0002F6SEU,REVIEWED
A28K8QSYVK76AB,5.0,Five Stars,2023-08-02 00:05:07.064,B00076IR8Y,REVIEWED
A2OY9L41PYEKZQ,2.0,... son's mutes and the feet fall off far too easily. I'd spend the extra and get the Bach ...,2023-08-01 21:09:55.712,B0002ZBUUW,REVIEWED
A28DCW2JZ7S548,4.0,Not bad at all,2023-07-29 23:58:19.581,B0002GZQG0,REVIEWED
A319MCOPCVBN3X,3.0,Three Stars,2023-08-02 00:05:07.064,B00076IR8Y,REVIEWED
A2IDZ6FKW0T8YO,4.0,Four Stars,2023-07-29 21:34:15.929,B0002GU7JQ,REVIEWED
A2P6ZE4RRSOHIY,4.0,Greatest production software could have a better manual,2023-08-01 21:50:49.023,B00066M0TC,REVIEWED
AMDILVDA6CLWK,2.0,Cheap Handles,2023-08-01 21:09:55.712,B0002ZBUUW,REVIEWED
A272FVVC9SFTP5,5.0,Nice!,2023-07-27 23:40:20.09,B0002F6SEU,REVIEWED
A2QTUWOE4U5T78,4.0,Will Do The Job,2023-07-27 21:05:02.689,B0002F4LVW,REVIEWED
A1V5VEBJSLC431,5.0,Hitting the road,2023-07-29 21:34:15.929,B0002GU7JQ,REVIEWED
AT335K8312TTR,4.0,"A great wall hanger, not so good as an intrument",2023-08-02 23:17:27.166,B0009V83NQ,REVIEWED
A2H71SJ9PNWNNN,1.0,big disappointment... piece of s***,2023-08-02 23:17:27.166,B0009V83NQ,REVIEWED
A38TYE7S54OZCO,2.0,"An accident waiting to happen... Can work well, but be wary.",2023-07-27 20:32:06.24,B0002EJQDG,REVIEWED
AENRHAKDM5GMP,5.0,The Best By Far...Pro Tools Users Take Note...SUPER Value...,2023-08-01 21:50:49.023,B00066M0TC,REVIEWED
ASP5RQEOW90GJ,3.0,Still have a great sound for whatever the wood is,2023-07-31 19:51:50.563,B0002J4JLK,REVIEWED
A2GEVMB1HGW0R6,5.0,An excellent value!,2023-08-02 23:29:38.046,B0009V84NA,REVIEWED
A8JUEC44TNBCI,5.0,Five Stars,2023-07-29 21:34:15.882,B0002GW000,REVIEWED
A2LGARWHRXMQZ3,5.0,Great.  THANKS!,2023-07-28 21:25:01.279,B0002GJT68,REVIEWED
A2QA93IZ4MVX4W,4.0,Nice!,2023-08-02 21:25:35.1,B0007ZEY96,REVIEWED
A3OGNJNVIUOFEG,5.0,Five Stars,2023-07-29 21:34:15.882,B0002GW000,REVIEWED
A3FMGWFDNJUBVN,5.0,works perfectly for Video,2023-08-01 22:17:55.258,B0006H8CK2,REVIEWED
A3S8E5APUILGNN,2.0,Not What I Expected,2023-07-31 22:56:04.015,B0002QNDEC,REVIEWED
A28PW37YBQEFW5,4.0,Four Stars,2023-07-30 00:12:42.743,B0002H0SUS,REVIEWED
A1ISPJIW29B3DX,4.0,It has good sound and fine frets,2023-08-01 20:53:28.528,B0002WSKCQ,REVIEWED
A15JTNP1UJTZ1W,5.0,Five Stars,2023-07-28 21:25:01.279,B0002GJT68,REVIEWED
A10WM05PZHZJUB,5.0,Five Stars,2023-07-27 21:56:03.235,B0002F4YDW,REVIEWED
A3HP9OX5I86104,5.0,but I have a wonderful guitar (Yairi CY140) that can sound almost too ethereal ...,2023-07-29 22:43:01.952,B0002H07FY,REVIEWED
A2DYZ67NA5BY6L,4.0,Great for that clicky metal sound!,2023-07-30 00:52:11.56,B0002II66U,REVIEWED
A26LI79AFWXJY9,1.0,my older and cheaper stand with real metal serrated teeth on the bookstand will easily hold the folder in place,2023-08-02 22:43:30.23,B0009JR9YC,REVIEWED
A32BA9OHSNP1K7,4.0,... (4) American Dj PAR 38's and they work just fine. The colors are vibrant and they seem to ...,2023-07-29 21:34:15.882,B0002GW000,REVIEWED
A2COMOVMY4GAM,5.0,Five Stars,2023-07-28 21:25:01.279,B0002GJT68,REVIEWED
A3T67U0XGZ2T8C,2.0,Keep searching...,2023-07-28 21:25:01.279,B0002GJT68,REVIEWED
A3VMUMZR8Q3796,5.0,Five Stars,2023-07-28 21:25:01.279,B0002GJT68,REVIEWED
A1TCEA1SJDPPR8,5.0,High-quality music stand,2023-08-02 22:43:30.23,B0009JR9YC,REVIEWED
A2TK9NVDOEHY8Y,2.0,Not my reed.,2023-07-28 20:23:47.802,B0002FONH4,REVIEWED
A3UGGBSKVMUI0A,5.0,Just don't bend it or squeeze it when inserting.,2023-07-27 22:28:00.34,B0002F57WY,REVIEWED
A2O1BSTC4OTMZH,5.0,Great!,2023-07-28 21:25:01.279,B0002GJT68,REVIEWED
A1CD4D8HGFV9MM,5.0,Most likely the last stand you'll buy!,2023-08-02 22:43:30.23,B0009JR9YC,REVIEWED
A2JG3LERTTKBTR,4.0,Finally a fuzz exactly like my original 1968 Univox Superfuzz,2023-07-29 22:46:17.936,B0002GXSWE,REVIEWED
A234U9FE2SPE29,5.0,Five Stars,2023-07-28 21:10:35.788,B0002GFUDE,REVIEWED
A2VQZDG7DW0EYT,3.0,The latest one I received leaks a little. Not ...,2023-07-27 22:28:00.34,B0002F57WY,REVIEWED
A1DKYRCNECQVFS,1.0,Buzzzzzzzzzzzzz,2023-08-02 20:26:46.119,B0007LCMGM,REVIEWED
A1LTESYXA4AFBL,5.0,Ashly Quality Can't Be Beat for the Money,2023-08-01 22:43:21.559,B0006N404S,REVIEWED
A22VDUL1E7ZZ3F,1.0,moldy product was a hassle,2023-08-02 23:29:38.031,B0009V84NA,REVIEWED
ASHAUQIT530OI,5.0,makes a great click without totally killing your low end,2023-07-30 00:52:11.56,B0002II66U,REVIEWED
A1UIXS24RHUNB9,3.0,great price,2023-08-02 20:26:46.119,B0007LCMGM,REVIEWED
A3T3A0N35VGTF3,5.0,Great replacement for an aging 10 band EQ,2023-08-01 22:43:21.559,B0006N404S,REVIEWED
A8F5I9RST48B6,4.0,"Fuzz seriously sounds awesome, I was having low expectations with having a ...",2023-07-29 22:46:17.936,B0002GXSWE,REVIEWED
A3OIVH3O8XP5GF,5.0,GOOD FUZZ VALUE FOR THE FUZZ MONEY,2023-07-29 22:46:17.936,B0002GXSWE,REVIEWED
A2KTI0WXHKZ4IC,5.0,One of the best sticks,2023-07-27 21:18:35.964,B0002F52A6,REVIEWED
A2F54KA3GZHYVQ,5.0,Found em!,2023-07-28 21:17:47.529,B0002GJ4AY,REVIEWED
A169QUQMSX0LBB,5.0,Five Stars,2023-07-29 23:29:32.119,B0002H0RWC,REVIEWED
A3SQLMLZ5T8S74,1.0,One Star,2023-07-31 22:39:51.304,B0002OSBDM,REVIEWED
AMSYWLJAS5K6I,5.0,Yngwie who?,2023-07-28 21:17:47.56,B0002GJ4AY,REVIEWED
A2VYDXYUTPXCKY,5.0,Behringer GMX 212,2023-07-31 21:05:31.962,B0002KZQF2,REVIEWED
A1BOG4C7AANKN1,5.0,I've used lots of harmonicas over the last 40 years ...,2023-07-29 23:29:32.119,B0002H0RWC,REVIEWED
A1GQHGISERMU4M,4.0,Backpacker Clone...,2023-08-02 20:21:54.539,B0007KHVJ6,REVIEWED
A22YR7Z0WMRN5H,5.0,Tops!!,2023-07-27 21:18:35.964,B0002F52A6,REVIEWED
A3R17NZDJ81PYF,5.0,love it!,2023-07-28 21:35:49.465,B0002GFTIU,REVIEWED
A2GA2DYYF8SAFR,5.0,Five Stars,2023-07-27 21:18:35.964,B0002F52A6,REVIEWED
A3C1GOWBI1PCB6,4.0,Four Stars,2023-07-31 22:16:40.59,B0002OOMW6,REVIEWED
A3R9WWQVXFX2J8,4.0,Four Stars,2023-07-28 21:32:12.213,B0002GFTIU,REVIEWED
A3AL9AQ8BSKULH,4.0,Lemon Power without the Overbearing Lemon Scent!,2023-07-31 22:16:40.59,B0002OOMW6,REVIEWED
A1P7G3VBRJBWCM,5.0,Five Stars,2023-08-01 21:36:13.959,B0006357CM,REVIEWED
AXWF3P7EMY7XW,5.0,Very Nice quality as well,2023-07-28 22:30:51.663,B0002GMW80,REVIEWED
A14B3S5UUQ0683,5.0,Super durable!!,2023-07-28 19:10:54.884,B0002F740M,REVIEWED
A2ZEOPREXA9SPL,5.0,The best firewire interface in this price range I am aware of,2023-08-01 23:09:52.347,B0006UGF7G,REVIEWED
AY8YVQBZ074SB,5.0,D minor harp,2023-07-29 23:29:32.119,B0002H0RWC,REVIEWED
A3EVI1MHOI4Y5D,4.0,Great Intermediate Recorder,2023-07-31 22:05:51.933,B0002MS7NS,REVIEWED
A2V3NE3M8EZXK2,5.0,Five Stars,2023-07-28 21:17:47.529,B0002GJ4AY,REVIEWED
A3H94FZHCJFY20,1.0,The recorder sounded like there was an obstruction,2023-07-31 22:05:51.933,B0002MS7NS,REVIEWED
A3GXMPG6R0LER7,5.0,It was just what I needed,2023-07-28 19:55:06.077,B0002F7GQE,REVIEWED
A1BWP7KTZOQEK,5.0,Five Stars,2023-07-31 22:16:40.59,B0002OOMW6,REVIEWED
A3RKYPTIZOZ6SQ,5.0,DEW!,2023-07-28 22:30:51.663,B0002GMW80,REVIEWED
A1O8U0FEBTGRJP,5.0,One TOUGH mixer/amp!,2023-08-02 20:43:50.47,B0007PQ1T2,REVIEWED
A8CBA9X1EKASM,4.0,Solid Amp,2023-07-31 21:05:31.962,B0002KZQF2,REVIEWED
AFMXUTETMTS4Q,5.0,Five Stars,2023-07-28 21:32:12.213,B0002GFTIU,REVIEWED
A3H5N0BJCNJZV3,3.0,Three Stars,2023-07-27 23:40:20.09,B0002F6ON0,REVIEWED
A1T6HFQCMDL2O9,4.0,"First gig, red stain or paint flakes on drums ...",2023-07-27 21:18:35.964,B0002F52A6,REVIEWED
A2IYBUWSE0WBDH,5.0,Five Stars,2023-07-27 21:31:37.669,B0002F538M,REVIEWED
A3E2AFLYUW9V4G,5.0,Kun is the best.,2023-07-31 22:39:51.304,B0002OSBDM,REVIEWED
A2E2QCF90IP3EU,5.0,Five Stars,2023-07-31 22:05:51.933,B0002MS7NS,REVIEWED
A3EV0SS1P3IYXK,5.0,Good product,2023-07-27 21:31:37.669,B0002F538M,REVIEWED
A2CJJIEM1DOFPI,4.0,Four Stars,2023-07-31 22:16:40.59,B0002OOMW6,REVIEWED
A1U3RL7S368PUK,5.0,If you use multiple I/O this jewel is for you,2023-08-01 23:09:52.347,B0006UGF7G,REVIEWED
A22F5WHC4H0Y1Q,5.0,Old school and Cool,2023-07-31 22:52:49.386,B0002Q222G,REVIEWED
AUL58GNT5L7H1,3.0,I've played better,2023-07-27 20:32:06.225,B0002EKHKC,REVIEWED
A2ELTY9G2KER6O,5.0,Good Product,2023-07-31 19:46:37.811,B0002IP4B0,REVIEWED
A1F14WBYHGPW1A,4.0,A really nice banjolele for the price..,2023-07-31 22:52:49.386,B0002Q222G,REVIEWED
A1JSGBYV3EEJ1E,5.0,I got this beautiful concert ukulele on my birthday last year,2023-07-28 22:04:38.756,B0002GLMIQ,REVIEWED
A39N34XE69ARMF,1.0,One Star,2023-07-28 19:05:22.002,B0002F73OY,REVIEWED
A35P02F5GPZ79I,5.0,Third-time purchasers,2023-07-28 19:47:54.037,B0002F6Y7G,REVIEWED
A1YQJKDI7DH6MW,5.0,Fancy on the inside. Like me.,2023-07-29 21:52:55.34,B0002GJWQA,REVIEWED
A1VKBMA9C7IDH,5.0,Five Stars,2023-07-28 19:05:22.002,B0002F73OY,REVIEWED
A2GAX9G9ANHFT8,1.0,Just Awful,2023-07-31 22:52:49.386,B0002Q222G,REVIEWED
A2L8X3BDSKO5WQ,5.0,"Strong and sturdy, like the ones from band class",2023-07-28 20:16:34.813,B0002FOBJY,REVIEWED
A3LVOTYCDMDLTU,4.0,"Great guitar, manufacturing problems.",2023-07-29 22:16:22.918,B0002GZSKY,REVIEWED
A1M4TJKCIRZNFS,5.0,Five Stars,2023-07-31 19:46:37.811,B0002IP4B0,REVIEWED
A2K58ZDTX6LQUY,5.0,A Great Value for a Second Guitar,2023-07-29 22:16:22.918,B0002GZSKY,REVIEWED
A2GELA2160URH6,4.0,The good part about that is,2023-07-27 21:34:12.941,B0002F56KW,REVIEWED
A2HALTKE7JVZI7,4.0,Good Deal,2023-07-31 19:46:37.811,B0002IP4B0,REVIEWED
A1YX8PQBWSGRTT,4.0,Very firm,2023-07-27 21:34:12.941,B0002F56KW,REVIEWED
A6CKJ7326FZS1,2.0,Poor quailty rubber on the hanger split and chipped my guitar,2023-07-31 23:02:28.108,B0002TJO92,REVIEWED
A1QRS7AHEOOR5L,5.0,"Work fantastic, fun colors",2023-08-02 22:58:34.354,B0009QTQ32,REVIEWED
A9WRLOZQHHXE5,5.0,Professional looking safe carry case for a piano tuner's most important tool,2023-07-28 19:27:49.862,B0002F70OC,REVIEWED
A337XO9H2TQBCG,5.0,Perfect for beginner!,2023-07-30 01:13:48.641,B0002IHEUO,REVIEWED
A2JMGKTFLQXCHJ,5.0,Five Stars,2023-07-28 19:05:22.002,B0002F73OY,REVIEWED
A18ZYBZLR66IWK,4.0,"Not uber impressed, but I'm definitely happy with this!",2023-07-29 22:16:22.918,B0002GZSKY,REVIEWED
A36ASRA7A3DOEU,5.0,Five Stars,2023-07-31 19:46:37.811,B0002IP4B0,REVIEWED
AG5TDD008QB7G,5.0,Quality!,2023-07-29 21:52:55.34,B0002GJWQA,REVIEWED
A9S599FJM31MK,1.0,Terrible Quality! Sadly the key broke after light use ...,2023-07-28 19:05:22.002,B0002F73OY,REVIEWED
A1A75TFNY2IVQK,4.0,"Fits my Ibanez Artcore AS73 perfectly, as it should ...",2023-07-29 21:52:55.34,B0002GJWQA,REVIEWED
A3AZWNBL5B754C,5.0,"Gibraltar quality, as expected",2023-07-28 19:05:22.002,B0002F73OY,REVIEWED
AMCEEV9SXM9AO,4.0,You get what you pay for,2023-07-27 20:32:06.225,B0002EKHKC,REVIEWED
A3RY66K11JCDGG,5.0,Great set,2023-07-28 19:47:54.037,B0002F6Y7G,REVIEWED
A3CPD1IKR0I5YF,4.0,Four Stars,2023-07-28 00:14:44.849,B0002F6LY2,REVIEWED
A32M3NV9464KEA,5.0,"Best single tom mount anywhere, regardless of price.",2023-07-29 23:14:55.611,B0002H0FII,REVIEWED
A19AAGQF2NCNY3,5.0,Five Stars,2023-07-28 22:04:38.74,B0002GLMIQ,REVIEWED
A236E5OO3TAPPK,5.0,Five Stars,2023-07-31 22:52:49.386,B0002Q222G,REVIEWED
AD4VRFCYCFI78,5.0,Great Stand! Perfect For My Odd Shaped Basses.,2023-07-31 23:02:28.108,B0002TJO92,REVIEWED
A3PBPF5LFQRLZD,5.0,Call the family to dinner,2023-07-29 21:42:22.073,B0002GVEJ8,REVIEWED
A305ZBPYLWZ4DB,5.0,i'm so happy to get it with such a good price,2023-07-28 20:38:11.292,B0002FOD24,REVIEWED
AQR6FYY8HMBZJ,4.0,Needs Instructions!,2023-07-28 20:16:34.844,B0002FOBJY,REVIEWED
A3D7EC37BF8VDB,3.0,Quality was great and it looks good,2023-07-28 20:38:11.292,B0002FOD24,REVIEWED
A27BOY70ZXLJT8,5.0,Perfect,2023-07-28 20:16:34.844,B0002FOBJY,REVIEWED
AFVYMYDQT4N50,5.0,Five Stars,2023-07-31 19:46:37.811,B0002IP4B0,REVIEWED
A2NQIUTXS8SROF,5.0,Five Stars,2023-07-31 19:46:37.811,B0002IP4B0,REVIEWED
A1M4AWQB4AHGH7,5.0,Excellent Stand.,2023-07-31 23:02:28.108,B0002TJO92,REVIEWED
A1WRYBM2ZYB0PW,5.0,Best all around strings out there.,2023-07-28 19:47:54.037,B0002F6Y7G,REVIEWED
A2A387T00KP07E,5.0,Quality and laser like!,2023-07-28 20:38:11.292,B0002FOD24,REVIEWED
ABR4J7MALWMVK,5.0,Five Stars,2023-08-01 21:42:13.304,B000650JAK,REVIEWED
A3LBF0DAQO63RC,5.0,Five Stars,2023-07-28 20:41:48.169,B0002FOD24,REVIEWED
A3W4WG7WXD33EL,5.0,Absolutely Incredible!,2023-07-29 21:39:37.133,B0002GVGPA,REVIEWED
AXFIYH9V9AB8O,3.0,They work,2023-07-28 19:47:54.037,B0002F6Y7G,REVIEWED
A2BNG9RKK4FS4P,5.0,Five Stars,2023-07-31 19:46:37.811,B0002IP4B0,REVIEWED
A1AQNBFPMPDW8Q,5.0,"Solid, Dependable.",2023-07-31 23:02:28.108,B0002TJO92,REVIEWED
A2VM3M2LWI2JT0,4.0,Just what i needed.,2023-07-29 23:22:20.638,B0002H06KK,REVIEWED
A3NP64T379IVLL,2.0,NEW PM4001X Mixers are Poor Quality!,2023-07-27 20:24:38.972,B0002EHMLO,REVIEWED
A31L4DN0YBRJ4Y,5.0,I'm a guitarist putting these in a short scale alder ...,2023-08-02 20:51:31.927,B0007TYQ0E,REVIEWED
A3SMEMRJXDE6PX,4.0,OK'd by cello teacher,2023-07-28 20:56:12.787,B0002FP058,REVIEWED
A1TE5CI2A4DO1B,5.0,Great quality - highly recommended.,2023-07-27 21:34:12.941,B0002F54IQ,REVIEWED
A243KWAQAKDME8,5.0,Five Stars,2023-08-02 22:16:43.662,B0009FZWLS,REVIEWED
A3C0E3D0X4IYPD,5.0,No flies on this one.,2023-07-27 20:34:41.962,B0002EK1TY,REVIEWED
A27ITR9FBB67TC,3.0,Doesn't fit my 2001 mim strat. I think it ...,2023-07-31 20:18:00.693,B0002KZG02,REVIEWED
AZAYED5RN32LB,5.0,Five Stars,2023-07-27 20:34:41.962,B0002EK1TY,REVIEWED
A2H2XBEZPM5I2V,5.0,Very Satisfied,2023-07-30 00:12:42.743,B0002HLJ1A,REVIEWED
A3CXYCP313EMLV,4.0,Good,2023-07-27 20:34:41.962,B0002EK1TY,REVIEWED
A28C01MJJJKKHE,1.0,Purchased this item as it was suggested to accompany an ...,2023-08-02 20:36:29.834,B0007OGTGS,REVIEWED
A2HSESKJX1W7KT,3.0,falls off,2023-07-31 20:18:00.693,B0002KZG02,REVIEWED
A2RZ54B529VH8L,3.0,Doesn't fit Classic '70s Strat,2023-07-31 20:18:00.693,B0002KZG02,REVIEWED
A1Q822MC2I2KLX,5.0,Seymore Duncan is a good choice for any application.,2023-07-31 22:05:51.917,B0002NPNGG,REVIEWED
A13K3GVTOASHJA,5.0,... been using these same strings and I am well satisfied!,2023-08-02 22:16:43.662,B0009FZWLS,REVIEWED
A3VIS4P126GF0F,5.0,I liked fingered but these strings like to be picked and ...,2023-08-02 22:16:43.662,B0009FZWLS,REVIEWED
A1ZB6BIR602IXN,2.0,Not Tungsten! These are Spirocore Chrome strings!,2023-07-28 20:56:12.818,B0002FP058,REVIEWED
A8QPYIXAOXHOJ,2.0,"Looks good, plays so-so",2023-07-29 22:04:28.41,B0002GMGE0,REVIEWED
A3SO520XLQT4M9,5.0,Five Stars,2023-07-27 20:34:41.962,B0002EK1TY,REVIEWED
A23DOO8TXAJPO5,5.0,Five Stars,2023-07-29 23:22:20.638,B0002H06KK,REVIEWED
AN7YU58HNAN84,5.0,Parents hate it. Easy to use,2023-07-28 20:45:24.328,B0002FOA9K,REVIEWED
A3V010ZRP7X8H3,4.0,"Great strings, brighter than I thought (a good thing) ...",2023-08-02 22:16:43.662,B0009FZWLS,REVIEWED
A3IPMMKICWL5Y3,4.0,Pretty good pickup,2023-08-02 20:51:31.927,B0007TYQ0E,REVIEWED
A2JHOTO4XYE8E0,5.0,Five Stars,2023-07-29 23:22:20.638,B0002H06KK,REVIEWED
A2ZGCTVGQPTQ6Q,5.0,"Good product, heavy overall and works",2023-08-02 20:36:29.834,B0007OGTGS,REVIEWED
A15CT72SYI3VKZ,5.0,Great Durable Keyboard Stand,2023-07-28 19:16:35.436,B0002F7ILC,REVIEWED
AM92VDDVXNW3W,3.0,Three Stars,2023-07-28 20:45:24.344,B0002FOA9K,REVIEWED
A2U5PPWWH3LIJO,5.0,Great quality and sound for the price. Classic Epiphone.,2023-07-27 20:34:41.962,B0002EK1TY,REVIEWED
A22Y6PMCVZW7A5,5.0,Great flute for the money!,2023-07-27 21:31:37.653,B0002F4YDM,REVIEWED
ACUFGZWMYSBWA,5.0,Perfect for 1965 Slingerland Bass Drum,2023-07-29 23:22:20.638,B0002H06KK,REVIEWED
A20ALB3VS8QLT8,5.0,Five Stars,2023-08-01 22:11:51.327,B0006GSEME,REVIEWED
A1UN1AV9PEAXRL,1.0,Making My First Amazon Review Count,2023-07-27 22:48:39.941,B0002F6JGW,REVIEWED
ADKFUA380M1GG,5.0,Five Stars,2023-07-31 22:05:51.933,B0002NRTIQ,REVIEWED
AAMIFF252MRBS,5.0,Five Stars,2023-07-31 23:09:09.241,B0002TKK8Q,REVIEWED
A2FWT9RE6WAS01,1.0,I never used the thing... I couldn't ...,2023-08-02 20:24:21.127,B0007L8A5O,REVIEWED
A3F39RJNQH2P8D,5.0,great,2023-07-31 23:09:09.241,B0002TKK8Q,REVIEWED
A3VKMNFP3J4BRB,1.0,"Can't adjust without partial disassembly, max bad design!",2023-07-27 22:48:39.941,B0002F6JGW,REVIEWED
AK3XCCSU3YAIJ,4.0,Great Stand--but this is the IKEA nightmare of do-it-yourself,2023-07-27 22:48:39.941,B0002F6JGW,REVIEWED
